PEDIDO,EXISTE_EN_TRACKING,EXISTE_EN_TABLA_LINEAS,FILAS_TABLA_LINEAS,LINEAS,UNIDADES,DUPLICADO,RESULTADO,OBSERVACION
1166515,SI,SI,1,4,175,NO,OK,
1166507,SI,NO,0,,,NO,SIN_COBERTURA,
1166504,SI,SI,1,23,286,NO,OK,
1166502,SI,NO,0,,,NO,SIN_COBERTURA,
1166513,SI,SI,1,11,652,NO,OK,
1166503,SI,SI,1,1,200,NO,OK,
4190139310,SI,SI,1,1,80,NO,OK,
1166490,SI,SI,1,5,255,NO,OK,
4190139303,SI,SI,1,18,274,NO,OK,
4190139302,SI,NO,0,,,NO,SIN_COBERTURA,
1166488,SI,SI,1,1,636,NO,OK,
1166487,SI,NO,0,,,NO,SIN_COBERTURA,
4190139300,SI,SI,1,14,1152,NO,OK,
1166486,SI,NO,0,,,NO,SIN_COBERTURA,
1166480,SI,SI,1,4,105,NO,OK,
1166481,SI,SI,1,7,996,NO,OK,
4190139288,SI,SI,1,12,3224,NO,OK,
1166476,SI,NO,0,,,NO,SIN_COBERTURA,
1166469,SI,NO,0,,,NO,SIN_COBERTURA,
1166457,SI,NO,0,,,NO,SIN_COBERTURA,
1166451,SI,SI,1,3,105,NO,OK,
1166450,SI,NO,0,,,NO,SIN_COBERTURA,
1166447,SI,NO,0,,,NO,SIN_COBERTURA,
1166446,SI,NO,0,,,NO,SIN_COBERTURA,
1166443,SI,NO,0,,,NO,SIN_COBERTURA,
1166441,SI,SI,1,8,102,NO,OK,
4190139258,SI,SI,1,3,49,NO,OK,
1166466,SI,SI,1,9,164,NO,OK,
1166436,SI,SI,1,11,206,NO,OK,
4190139223,SI,SI,1,71,1957,NO,OK,
1166408,SI,SI,1,15,446,NO,OK,
4190139205,SI,NO,0,,,NO,SIN_COBERTURA,
1166407,SI,SI,1,1,252,NO,OK,
1166406,SI,NO,0,,,NO,SIN_COBERTURA,
4190139202,SI,SI,1,2,264,NO,OK,
4190139201,SI,NO,0,,,NO,SIN_COBERTURA,
1166388,SI,NO,0,,,NO,SIN_COBERTURA,
1166351,SI,SI,1,8,2069,NO,OK,
1168114,SI,SI,1,1,1000,NO,OK,
1168100,SI,NO,0,,,NO,SIN_COBERTURA,
1168098,SI,NO,0,,,NO,SIN_COBERTURA,
1168094,SI,SI,1,5,276,NO,OK,
1168093,SI,SI,1,2,124,NO,OK,
1168083,SI,NO,0,,,NO,SIN_COBERTURA,
1168082,SI,NO,0,,,NO,SIN_COBERTURA,
1168079,SI,SI,1,1,40,NO,OK,
1168077,SI,NO,0,,,NO,SIN_COBERTURA,
1168075,SI,NO,0,,,NO,SIN_COBERTURA,
1168074,SI,SI,1,15,760,NO,OK,
1168073,SI,SI,1,1,240,NO,OK,
1168069,SI,SI,1,8,9746,NO,OK,
1168063,SI,SI,1,19,293,NO,OK,
1168062,SI,NO,0,,,NO,SIN_COBERTURA,
1168061,SI,NO,0,,,NO,SIN_COBERTURA,
1168058,SI,SI,1,8,678,NO,OK,
1168057,SI,SI,1,2,240,NO,OK,
1168056,SI,SI,1,2,46,NO,OK,
1168053,SI,NO,0,,,NO,SIN_COBERTURA,
1168048,SI,NO,0,,,NO,SIN_COBERTURA,
1168047,SI,NO,0,,,NO,SIN_COBERTURA,
1168036,SI,SI,1,11,78,NO,OK,
1168023,SI,NO,0,,,NO,SIN_COBERTURA,
1168012,SI,SI,1,3,243,NO,OK,
1167649,SI,NO,0,,,NO,SIN_COBERTURA,
1167634,SI,NO,0,,,NO,SIN_COBERTURA,
1167378,SI,SI,1,1,30,NO,OK,
1167371,SI,SI,1,1,36,NO,OK,
1167366,SI,NO,0,,,NO,SIN_COBERTURA,
1167352,SI,NO,0,,,NO,SIN_COBERTURA,
1167343,SI,NO,0,,,NO,SIN_COBERTURA,
1167312,SI,SI,1,9,412,NO,OK,
1167306,SI,SI,1,1,6555,NO,OK,
1167301,SI,SI,1,21,216,NO,OK,
1167300,SI,SI,1,1,36,NO,OK,
4190139830,SI,NO,0,,,NO,SIN_COBERTURA,
4190139822,SI,SI,1,10,522,NO,OK,
4190139816,SI,SI,1,12,494,NO,OK,
1167297,SI,SI,1,4,104,NO,OK,
4190139807,SI,SI,1,3,222,NO,OK,
4190139806,SI,SI,1,7,480,NO,OK,
4190139797,SI,SI,1,10,1568,NO,OK,
1167291,SI,NO,0,,,NO,SIN_COBERTURA,
1167290,SI,SI,1,1,15,NO,OK,
1167289,SI,SI,1,10,148,NO,OK,
1167286,SI,NO,0,,,NO,SIN_COBERTURA,
4190139791,SI,SI,1,1,8,NO,OK,
4190139783,SI,SI,1,13,444,NO,OK,
1167280,SI,SI,1,4,420,NO,OK,
1167269,SI,NO,0,,,NO,SIN_COBERTURA,
1167266,SI,SI,1,15,708,NO,OK,
4190139809,SI,NO,0,,,NO,SIN_COBERTURA,
1167262,SI,NO,0,,,NO,SIN_COBERTURA,
1167258,SI,SI,1,39,1160,NO,OK,
1167253,SI,SI,1,12,284,NO,OK,
1167247,SI,SI,1,34,648,NO,OK,
4190139746,SI,NO,0,,,NO,SIN_COBERTURA,
1167241,SI,NO,0,,,NO,SIN_COBERTURA,
1167249,SI,SI,1,7,2288,NO,OK,
1167248,SI,SI,1,2,64,NO,OK,
1167237,SI,SI,1,9,206,NO,OK,
1167218,SI,SI,1,17,669,NO,OK,
1167236,SI,SI,1,13,653,NO,OK,
4190139729,SI,NO,0,,,NO,SIN_COBERTURA,
4190139728,SI,NO,0,,,NO,SIN_COBERTURA,
1167204,SI,NO,0,,,NO,SIN_COBERTURA,
1167199,SI,SI,1,14,439,NO,OK,
1167197,SI,SI,1,7,228,NO,OK,
1167193,SI,NO,0,,,NO,SIN_COBERTURA,
1167186,SI,SI,1,3,516,NO,OK,
1167185,SI,NO,0,,,NO,SIN_COBERTURA,
1167182,SI,NO,0,,,NO,SIN_COBERTURA,
1167165,SI,SI,1,2,470,NO,OK,
1167156,SI,SI,1,18,264,NO,OK,
1167154,SI,NO,0,,,NO,SIN_COBERTURA,
1167144,SI,NO,0,,,NO,SIN_COBERTURA,
1167142,SI,NO,0,,,NO,SIN_COBERTURA,
1167141,SI,SI,1,4,1386,NO,OK,
1167138,SI,NO,0,,,NO,SIN_COBERTURA,
1167137,SI,NO,0,,,NO,SIN_COBERTURA,
1167136,SI,NO,0,,,NO,SIN_COBERTURA,
4190139667,SI,NO,0,,,NO,SIN_COBERTURA,
4190139660,SI,SI,1,15,720,NO,OK,
1167133,SI,NO,0,,,NO,SIN_COBERTURA,
4190139648,SI,NO,0,,,NO,SIN_COBERTURA,
1167111,SI,SI,1,4,106,NO,OK,
1167108,SI,SI,1,2,212,NO,OK,
1167103,SI,SI,1,5,274,NO,OK,
1167104,SI,SI,1,37,643,NO,OK,
1167099,SI,SI,1,25,398,NO,OK,
1167088,SI,SI,1,2,33,NO,OK,
1167087,SI,SI,1,22,726,NO,OK,
1167073,SI,SI,1,2,24,NO,OK,
1167063,SI,SI,1,7,112,NO,OK,
1167058,SI,NO,0,,,NO,SIN_COBERTURA,
1167055,SI,SI,1,6,358,NO,OK,
1167064,SI,NO,0,,,NO,SIN_COBERTURA,
1167056,SI,NO,0,,,NO,SIN_COBERTURA,
1167051,SI,SI,1,6,137,NO,OK,
1167048,SI,SI,1,1,600,NO,OK,
1167044,SI,NO,0,,,NO,SIN_COBERTURA,
1167039,SI,SI,1,13,354,NO,OK,
1167031,SI,NO,0,,,NO,SIN_COBERTURA,
1167028,SI,NO,0,,,NO,SIN_COBERTURA,
1166842,SI,SI,1,19,1528,NO,OK,
4190139484,SI,NO,0,,,NO,SIN_COBERTURA,
1166677,SI,SI,1,1,15,NO,OK,
1166675,SI,SI,1,2,100,NO,OK,
1166670,SI,NO,0,,,NO,SIN_COBERTURA,
4190139466,SI,SI,1,7,456,NO,OK,
1166667,SI,NO,0,,,NO,SIN_COBERTURA,
1166666,SI,NO,0,,,NO,SIN_COBERTURA,
1166671,SI,SI,1,5,48,NO,OK,
1166673,SI,NO,0,,,NO,SIN_COBERTURA,
1166652,SI,SI,1,3,54,NO,OK,
1166649,SI,SI,1,5,909,NO,OK,
1166651,SI,SI,1,7,2996,NO,OK,
1166647,SI,SI,1,2,336,NO,OK,
4190139441,SI,NO,0,,,NO,SIN_COBERTURA,
1166637,SI,SI,1,1,96,NO,OK,
1166634,SI,SI,1,10,1968,NO,OK,
1166631,SI,NO,0,,,NO,SIN_COBERTURA,
4190139424,SI,SI,1,2,480,NO,OK,
1166635,SI,SI,1,15,1796,NO,OK,
1166636,SI,SI,1,10,720,NO,OK,
1166618,SI,SI,1,30,532,NO,OK,
4190139404,SI,SI,1,6,92,NO,OK,
1166612,SI,NO,0,,,NO,SIN_COBERTURA,
4190139398,SI,NO,0,,,NO,SIN_COBERTURA,
1166609,SI,NO,0,,,NO,SIN_COBERTURA,
4190139395,SI,SI,1,69,1166,NO,OK,
1166602,SI,SI,1,15,378,NO,OK,
1166596,SI,SI,1,7,95,NO,OK,
1166599,SI,NO,0,,,NO,SIN_COBERTURA,
1166583,SI,SI,1,8,94,NO,OK,
1166580,SI,SI,1,8,119,NO,OK,
1166576,SI,NO,0,,,NO,SIN_COBERTURA,
1166567,SI,SI,1,3,36,NO,OK,
1166566,SI,SI,1,1,20,NO,OK,
1166568,SI,SI,1,17,216,NO,OK,
1166553,SI,SI,1,17,159,NO,OK,
4190139351,SI,NO,0,,,NO,SIN_COBERTURA,
1166545,SI,NO,0,,,NO,SIN_COBERTURA,
1166544,SI,NO,0,,,NO,SIN_COBERTURA,
1166552,SI,NO,0,,,NO,SIN_COBERTURA,
1166547,SI,NO,0,,,NO,SIN_COBERTURA,
1166551,SI,NO,0,,,NO,SIN_COBERTURA,
1166537,SI,SI,1,117,1886,NO,OK,
1166536,SI,NO,0,,,NO,SIN_COBERTURA,
1166535,SI,NO,0,,,NO,SIN_COBERTURA,
1166532,SI,SI,1,7,147,NO,OK,
1166531,SI,NO,0,,,NO,SIN_COBERTURA,
4190139335,SI,SI,1,1,120,NO,OK,
1166521,SI,SI,1,3,70,NO,OK,
1166523,SI,SI,1,19,169,NO,OK,
1166519,SI,NO,0,,,NO,SIN_COBERTURA,
1166514,SI,NO,0,,,NO,SIN_COBERTURA,
1166511,SI,SI,1,2,168,NO,OK,
1166510,SI,SI,1,13,805,NO,OK,
1166509,SI,SI,1,14,401,NO,OK,
4190139321,SI,NO,0,,,NO,SIN_COBERTURA,
1166501,SI,SI,1,5,91,NO,OK,
1166489,SI,SI,1,15,222,NO,OK,
1166496,SI,NO,0,,,NO,SIN_COBERTURA,
4190139285,SI,NO,0,,,NO,SIN_COBERTURA,
1166465,SI,SI,1,79,806,NO,OK,
1166461,SI,NO,0,,,NO,SIN_COBERTURA,
1166454,SI,SI,1,10,152,NO,OK,
1166449,SI,SI,1,16,1458,NO,OK,
1166448,SI,SI,1,15,1078,NO,OK,
1166440,SI,SI,1,1,120,NO,OK,
1166453,SI,SI,1,13,180,NO,OK,
1166437,SI,NO,0,,,NO,SIN_COBERTURA,
1166433,SI,NO,0,,,NO,SIN_COBERTURA,
4190139240,SI,SI,1,11,394,NO,OK,
1166431,SI,SI,1,9,361,NO,OK,
1166427,SI,SI,1,9,498,NO,OK,
1166425,SI,SI,1,12,669,NO,OK,
1166426,SI,SI,1,4,140,NO,OK,
1166428,SI,SI,1,3,108,NO,OK,
1166412,SI,SI,1,1,50,NO,OK,
1166413,SI,NO,0,,,NO,SIN_COBERTURA,
1166419,SI,NO,0,,,NO,SIN_COBERTURA,
1166399,SI,SI,1,4,4044,NO,OK,
1166395,SI,SI,1,4,84,NO,OK,
1166393,SI,NO,0,,,NO,SIN_COBERTURA,
1166391,SI,SI,1,32,548,NO,OK,
1166390,SI,SI,1,23,1041,NO,OK,
1166403,SI,SI,1,12,181,NO,OK,
1166384,SI,SI,1,9,171,NO,OK,
1166382,SI,SI,1,6,192,NO,OK,
1166371,SI,SI,1,3,1159,NO,OK,
1168078,SI,SI,1,2,348,NO,OK,
1168039,SI,NO,0,,,NO,SIN_COBERTURA,
1168024,SI,NO,0,,,NO,SIN_COBERTURA,
1168020,SI,SI,1,5,30,NO,OK,
1168019,SI,NO,0,,,NO,SIN_COBERTURA,
1167363,SI,SI,1,23,992,NO,OK,
1167353,SI,SI,1,7,1196,NO,OK,
1167338,SI,NO,0,,,NO,SIN_COBERTURA,
1167299,SI,NO,0,,,NO,SIN_COBERTURA,
1167276,SI,NO,0,,,NO,SIN_COBERTURA,
1167267,SI,SI,1,6,2790,NO,OK,
1167244,SI,NO,0,,,NO,SIN_COBERTURA,
1167179,SI,NO,0,,,NO,SIN_COBERTURA,
1167160,SI,SI,1,9,144,NO,OK,
1167131,SI,NO,0,,,NO,SIN_COBERTURA,
1167128,SI,SI,1,16,310,NO,OK,
1167129,SI,NO,0,,,NO,SIN_COBERTURA,
1167102,SI,NO,0,,,NO,SIN_COBERTURA,
1166669,SI,NO,0,,,NO,SIN_COBERTURA,
1166617,SI,SI,1,2,172,NO,OK,
4190139400,SI,NO,0,,,NO,SIN_COBERTURA,
1166611,SI,NO,0,,,NO,SIN_COBERTURA,
1166608,SI,SI,1,4,108,NO,OK,
1166605,SI,NO,0,,,NO,SIN_COBERTURA,
1166597,SI,NO,0,,,NO,SIN_COBERTURA,
1166595,SI,NO,0,,,NO,SIN_COBERTURA,
1166589,SI,SI,1,9,374,NO,OK,
1166587,SI,SI,1,2,942,NO,OK,
1166584,SI,NO,0,,,NO,SIN_COBERTURA,
1166579,SI,SI,1,41,428,NO,OK,
1166578,SI,SI,1,19,4488,NO,OK,
1166571,SI,NO,0,,,NO,SIN_COBERTURA,
1166561,SI,NO,0,,,NO,SIN_COBERTURA,
1166548,SI,SI,1,10,1558,NO,OK,
1166533,SI,NO,0,,,NO,SIN_COBERTURA,
1166430,SI,SI,1,1,1008,NO,OK,
4190139233,SI,NO,0,,,NO,SIN_COBERTURA,
4190139230,SI,SI,1,20,390,NO,OK,
1166424,SI,SI,1,8,588,NO,OK,
1167339,SI,SI,1,4,4786,NO,OK,
1167310,SI,SI,1,4,264,NO,OK,
4190139814,SI,NO,0,,,NO,SIN_COBERTURA,
4190139748,SI,NO,0,,,NO,SIN_COBERTURA,
1167246,SI,SI,1,13,298,NO,OK,
4190139731,SI,SI,1,30,5882,NO,OK,
1167213,SI,SI,1,56,3368,NO,OK,
1167082,SI,SI,1,2,51,NO,OK,
1167049,SI,SI,1,7,696,NO,OK,
1167024,SI,SI,1,7,380,NO,OK,
1166658,SI,SI,1,2,35,NO,OK,
1166659,SI,SI,1,20,1181,NO,OK,
4190139380,SI,NO,0,,,NO,SIN_COBERTURA,
4190139377,SI,SI,1,4,200,NO,OK,
4190139375,SI,NO,0,,,NO,SIN_COBERTURA,
4190139365,SI,NO,0,,,NO,SIN_COBERTURA,
4190139359,SI,NO,0,,,NO,SIN_COBERTURA,
1166575,SI,SI,1,2,430,NO,OK,
4190139357,SI,NO,0,,,NO,SIN_COBERTURA,
1166557,SI,SI,1,33,3115,NO,OK,
1166556,SI,NO,0,,,NO,SIN_COBERTURA,
4190139175,SI,NO,0,,,NO,SIN_COBERTURA,
4190139169,SI,SI,1,8,441,NO,OK,
1168089,SI,SI,1,10,340,NO,OK,
1168081,SI,NO,0,,,NO,SIN_COBERTURA,
4190139988,SI,NO,0,,,NO,SIN_COBERTURA,
4190139986,SI,NO,0,,,NO,SIN_COBERTURA,
1167354,SI,SI,1,9,7576,NO,OK,
1167331,SI,NO,0,,,NO,SIN_COBERTURA,
4190139828,SI,SI,1,38,1269,NO,OK,
1167265,SI,NO,0,,,NO,SIN_COBERTURA,
1167151,SI,NO,0,,,NO,SIN_COBERTURA,
4190139649,SI,NO,0,,,NO,SIN_COBERTURA,
4190139647,SI,NO,0,,,NO,SIN_COBERTURA,
4190139664,SI,NO,0,,,NO,SIN_COBERTURA,
4190139650,SI,NO,0,,,NO,SIN_COBERTURA,
4190139644,SI,SI,1,37,1229,NO,OK,
4190139640,SI,NO,0,,,NO,SIN_COBERTURA,
4190139631,SI,SI,1,14,456,NO,OK,
1167092,SI,SI,1,28,635,NO,OK,
1167084,SI,SI,1,2,76,NO,OK,
4190139476,SI,NO,0,,,NO,SIN_COBERTURA,
1166645,SI,SI,1,2,20,NO,OK,
1166640,SI,NO,0,,,NO,SIN_COBERTURA,
1166638,SI,NO,0,,,NO,SIN_COBERTURA,
4190139421,SI,NO,0,,,NO,SIN_COBERTURA,
4190139416,SI,SI,1,23,5466,NO,OK,
4190139417,SI,NO,0,,,NO,SIN_COBERTURA,
4190139407,SI,NO,0,,,NO,SIN_COBERTURA,
4190139389,SI,NO,0,,,NO,SIN_COBERTURA,
4190139390,SI,NO,0,,,NO,SIN_COBERTURA,
4190139363,SI,NO,0,,,NO,SIN_COBERTURA,
4190139333,SI,NO,0,,,NO,SIN_COBERTURA,
4190139326,SI,NO,0,,,NO,SIN_COBERTURA,
4190139311,SI,NO,0,,,NO,SIN_COBERTURA,
4190139287,SI,NO,0,,,NO,SIN_COBERTURA,
4190139274,SI,NO,0,,,NO,SIN_COBERTURA,
4190139273,SI,NO,0,,,NO,SIN_COBERTURA,
1166429,SI,NO,0,,,NO,SIN_COBERTURA,
1166410,SI,SI,1,11,382,NO,OK,
1166400,SI,SI,1,3,56,NO,OK,
1166386,SI,SI,1,3,4936,NO,OK,
1168049,SI,NO,0,,,NO,SIN_COBERTURA,
1167293,SI,NO,0,,,NO,SIN_COBERTURA,
1167252,SI,NO,0,,,NO,SIN_COBERTURA,
1167234,SI,SI,1,15,1431,NO,OK,
1167224,SI,NO,0,,,NO,SIN_COBERTURA,
1167220,SI,SI,1,149,2427,NO,OK,
1167227,SI,SI,1,47,1821,NO,OK,
4190139719,SI,SI,1,10,926,NO,OK,
1167164,SI,SI,1,36,709,NO,OK,
1167134,SI,NO,0,,,NO,SIN_COBERTURA,
1167127,SI,SI,1,81,5923,NO,OK,
1167126,SI,NO,0,,,NO,SIN_COBERTURA,
1167086,SI,SI,1,4,94,NO,OK,
1167062,SI,SI,1,1,720,NO,OK,
4190139589,SI,SI,1,8,588,NO,OK,
1167046,SI,SI,1,7,503,NO,OK,
1166653,SI,NO,0,,,NO,SIN_COBERTURA,
1166591,SI,NO,0,,,NO,SIN_COBERTURA,
1166555,SI,NO,0,,,NO,SIN_COBERTURA,
1166538,SI,NO,0,,,NO,SIN_COBERTURA,
1166526,SI,NO,0,,,NO,SIN_COBERTURA,
1166520,SI,SI,1,2,2640,NO,OK,
1166498,SI,SI,1,24,2132,NO,OK,
1166493,SI,NO,0,,,NO,SIN_COBERTURA,
1166467,SI,NO,0,,,NO,SIN_COBERTURA,
1166455,SI,SI,1,17,387,NO,OK,
1166439,SI,SI,1,69,2704,NO,OK,
1166385,SI,SI,1,49,566,NO,OK,
4190139824,SI,SI,1,8,253,NO,OK,
1167288,SI,SI,1,11,452,NO,OK,
4190139779,SI,SI,1,11,191,NO,OK,
1166672,SI,NO,0,,,NO,SIN_COBERTURA,
4190139406,SI,SI,1,12,212,NO,OK,
4190139349,SI,NO,0,,,NO,SIN_COBERTURA,
4190139348,SI,SI,1,4,102,NO,OK,
4190139317,SI,SI,1,11,181,NO,OK,
4190139207,SI,SI,1,14,216,NO,OK,
4190140006,SI,NO,0,,,NO,SIN_COBERTURA,
4190139999,SI,NO,0,,,NO,SIN_COBERTURA,
4190139997,SI,SI,1,11,2010,NO,OK,
4190139995,SI,SI,1,7,204,NO,OK,
4190139992,SI,NO,0,,,NO,SIN_COBERTURA,
4190139983,SI,SI,1,21,464,NO,OK,
4190139982,SI,NO,0,,,NO,SIN_COBERTURA,
4190139977,SI,SI,1,8,1116,NO,OK,
4190139975,SI,NO,0,,,NO,SIN_COBERTURA,
4190139972,SI,NO,0,,,NO,SIN_COBERTURA,
4190139968,SI,NO,0,,,NO,SIN_COBERTURA,
4190139967,SI,NO,0,,,NO,SIN_COBERTURA,
4190139966,SI,SI,1,21,364,NO,OK,
4190139965,SI,NO,0,,,NO,SIN_COBERTURA,
4190139964,SI,SI,1,35,1000,NO,OK,
4190139963,SI,SI,1,20,491,NO,OK,
4190139962,SI,NO,0,,,NO,SIN_COBERTURA,
1168027,SI,NO,0,,,NO,SIN_COBERTURA,
1168026,SI,NO,0,,,NO,SIN_COBERTURA,
4190139961,SI,SI,1,1,360,NO,OK,
4190139855,SI,NO,0,,,NO,SIN_COBERTURA,
4190139850,SI,NO,0,,,NO,SIN_COBERTURA,
1167330,SI,SI,1,14,218,NO,OK,
1167326,SI,NO,0,,,NO,SIN_COBERTURA,
4190139846,SI,NO,0,,,NO,SIN_COBERTURA,
4190139840,SI,SI,1,2,24,NO,OK,
4190139839,SI,NO,0,,,NO,SIN_COBERTURA,
4190139838,SI,NO,0,,,NO,SIN_COBERTURA,
4190139834,SI,SI,1,13,337,NO,OK,
4190139831,SI,NO,0,,,NO,SIN_COBERTURA,
4190139826,SI,SI,1,32,1210,NO,OK,
4190139821,SI,NO,0,,,NO,SIN_COBERTURA,
4190139813,SI,NO,0,,,NO,SIN_COBERTURA,
4190139810,SI,NO,0,,,NO,SIN_COBERTURA,
4190139808,SI,NO,0,,,NO,SIN_COBERTURA,
4190139800,SI,SI,1,6,663,NO,OK,
4190139784,SI,NO,0,,,NO,SIN_COBERTURA,
4190139777,SI,NO,0,,,NO,SIN_COBERTURA,
