CLIENTE,VENDEDOR,FLUJO,MES_1,FUERA_SLA_MES_1,MES_2,FUERA_SLA_MES_2,MES_3,FUERA_SLA_MES_3,MESES_FUERA_SLA,CLASIFICACION_RECURRENCIA,PEDIDOS_TOTAL,PEDIDOS_FUERA_SLA,PORCENTAJE_FUERA_SLA,PROMEDIO_DH_FUERA_SLA,P90_DH_FUERA_SLA
150230,V585,NORMAL,2026-05,SI,2026-06,SI,2026-07,NO,2,Recurrente 2M,5,2,40.0,11.0,8
600016,V108,FES;NORMAL,2026-05,SI,2026-06,SI,2026-07,NO,2,Recurrente 2M,10,2,20.0,6.5,6
600012,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
650381,V580,NORMAL,2026-05,NO,2026-06,NO,2026-07,SI,1,Puntual 1M,10,1,10.0,7.0,7
500006,V550,NORMAL,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,2,1,50.0,6.0,6
210070,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
530324,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
650347,V580,FES;NORMAL,2026-05,SI,2026-06,SI,2026-07,NO,2,Recurrente 2M,9,4,44.44,12.5,14
700036,V108,NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,4,1,25.0,10.0,10
130045,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,3,0,0.0,,
345099,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,7,0,0.0,,
650090,V580,NORMAL,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,3,1,33.33,6.0,6
210154,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,2,0,0.0,,
730050,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,3,0,0.0,,
520050,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,5,0,0.0,,
571001,V550,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,11,1,9.09,6.0,6
680010,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,3,0,0.0,,
500216,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,2,0,0.0,,
150317,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
550060,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,5,0,0.0,,
325034,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,3,0,0.0,,
505017,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
600140,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,3,0,0.0,,
480041,V400,NORMAL,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,4,1,25.0,10.0,10
900201,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,3,0,0.0,,
590042,V550;V610,FES;NORMAL,2026-05,SI,2026-06,SI,2026-07,NO,2,Recurrente 2M,10,3,30.0,12.0,7
540064,V550,FES;NORMAL,2026-05,SI,2026-06,SI,2026-07,NO,2,Recurrente 2M,6,4,66.67,16.5,21
550245,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,3,0,0.0,,
180020,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
210184,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
595011,V108,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,2,1,50.0,14.0,14
700164,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
470036,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
361005,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
495028,V650,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,3,1,33.33,5.0,5
360001,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
465025,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
470052,V610,NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,4,1,25.0,6.0,6
495039,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
462035,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
462050,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,2,0,0.0,,
650030,V580,NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,5,1,20.0,6.0,6
110044,V861,FES;NORMAL,2026-05,SI,2026-06,SI,2026-07,NO,2,Recurrente 2M,14,5,35.71,9.4,10
644014,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,2,0,0.0,,
250041,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,3,0,0.0,,
680017,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,2,0,0.0,,
850166,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,2,0,0.0,,
895017,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,5,0,0.0,,
335108,V400,NORMAL,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,3,1,33.33,7.0,7
710012,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
580011,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,2,0,0.0,,
210161,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,3,0,0.0,,
905017,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
803008,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
500134,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
200172,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,5,0,0.0,,
250048,V834,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,7,1,14.29,13.0,13
802023,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,2,0,0.0,,
480110,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,6,0,0.0,,
630023,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,3,0,0.0,,
700077,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,4,0,0.0,,
345159,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,3,0,0.0,,
345382,V400,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,6,1,16.67,6.0,6
310068,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,5,0,0.0,,
350141,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
250029,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
210134,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
790010,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
130145,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,6,0,0.0,,
150167,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,3,0,0.0,,
610013,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
850109,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,3,0,0.0,,
205051,V834,FES,2026-05,NO,2026-06,SI,2026-07,NO,1,Puntual 1M,4,1,25.0,9.0,9
700068,V108,NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,7,2,28.57,6.0,6
750151,V750,NORMAL,2026-05,SI,2026-06,NO,2026-07,NO,1,Puntual 1M,4,1,25.0,6.0,6
200227,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,2,0,0.0,,
580013,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
350157,,,2026-05,NO,2026-06,NO,2026-07,NO,0,Sin incumplimiento,1,0,0.0,,
