source_type,source_object,target_type,target_object,dependency_kind,file,evidence
COLUMN,Fact_Hitos_Operacionales[PED_FECHA_HORA],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Fact_Hitos_Operacionales[PED_FECHA_HORA]
COLUMN,Fact_Hitos_Operacionales[PED_FECHA_HORA],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_FECHA_HORA
COLUMN,Fact_Hitos_Operacionales[PED_NUMERO_PEDIDO],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Fact_Hitos_Operacionales[PED_NUMERO_PEDIDO]
COLUMN,Fact_Hitos_Operacionales[PED_NUMERO_PEDIDO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_NUMERO_PEDIDO
COLUMN,Fact_Hitos_Operacionales[PED_NUMERO_PEDIDO],VISUAL,table_v23_hito,REPORT_PROJECTION,NS.Report\definition\pages\23a1b2c3d4e5f6071829\visuals\table_v23_hito\visual.json,Column: Fact_Hitos_Operacionales[PED_NUMERO_PEDIDO]
COLUMN,Fact_Hitos_Operacionales[PED_REGION],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_REGION
COLUMN,Fact_Hitos_Operacionales[PED_RESPONSABLE],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_RESPONSABLE
COLUMN,Fact_Hitos_Operacionales[PED_VALOR_NETO],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Fact_Hitos_Operacionales[PED_VALOR_NETO]
COLUMN,Fact_Hitos_Operacionales[PED_VALOR_NETO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_VALOR_NETO
COLUMN,Fact_Hitos_Operacionales[PREPARACION_MAX_DH],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PREPARACION_MAX_DH
COLUMN,Fact_Hitos_Operacionales[PREPARACION_SLA_DH],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Fact_Hitos_Operacionales[PREPARACION_SLA_DH]
COLUMN,Fact_Hitos_Operacionales[PREPARACION_SLA_DH],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PREPARACION_SLA_DH
COLUMN,Fact_Hitos_Operacionales[PROMESA_MAX_DH],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Fact_Hitos_Operacionales[PROMESA_MAX_DH]
COLUMN,Fact_Hitos_Operacionales[PROMESA_MAX_DH],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PROMESA_MAX_DH
COLUMN,Fact_Hitos_Operacionales[PROMESA_MIN_DH],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Fact_Hitos_Operacionales[PROMESA_MIN_DH]
COLUMN,Fact_Hitos_Operacionales[PROMESA_MIN_DH],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PROMESA_MIN_DH
COLUMN,Fact_Hitos_Operacionales[REGLA_CORTE_INGRESO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,REGLA_CORTE_INGRESO
COLUMN,Fact_Hitos_Operacionales[REGLA_FECHA_FIN],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Fact_Hitos_Operacionales[REGLA_FECHA_FIN]
COLUMN,Fact_Hitos_Operacionales[REGLA_FECHA_FIN],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,REGLA_FECHA_FIN
COLUMN,Fact_Hitos_Operacionales[REGLA_FECHA_FIN],VISUAL,table_c57572c4abbe4d,REPORT_PROJECTION,NS.Report\definition\pages\ed2a2fead6d24153bee1\visuals\table_c57572c4abbe4d\visual.json,Column: Fact_Hitos_Operacionales[REGLA_FECHA_FIN]
COLUMN,Fact_Hitos_Operacionales[SEGMENTO_EXCLUSIVO],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Fact_Hitos_Operacionales[SEGMENTO_EXCLUSIVO]
COLUMN,Fact_Hitos_Operacionales[SEGMENTO_EXCLUSIVO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,SEGMENTO_EXCLUSIVO
COLUMN,Fact_Hitos_Operacionales[SLA_DH],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Fact_Hitos_Operacionales[SLA_DH]
COLUMN,Fact_Hitos_Operacionales[SLA_DH],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,SLA_DH
COLUMN,Fact_Hitos_Operacionales[TIENE_DATO],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Fact_Hitos_Operacionales[TIENE_DATO]
COLUMN,Fact_Hitos_Operacionales[TIENE_DATO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,TIENE_DATO
COLUMN,Fact_Hitos_Operacionales[TIPO_KPI],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Fact_Hitos_Operacionales[TIPO_KPI]
COLUMN,Fact_Hitos_Operacionales[TIPO_KPI],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,TIPO_KPI
COLUMN,Fact_Hitos_Operacionales[Zona],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Fact_Hitos_Operacionales[Zona]
COLUMN,Fact_Hitos_Operacionales[Zona],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Zona
TABLE,Fact_Pedidos,TABLE,Dim_Canal,TABLE_REFERENCE,NS.SemanticModel\definition\tables\Dim_Canal.tmdl,Fact_Pedidos mencionado en definición de Dim_Canal
TABLE,Fact_Pedidos,TABLE,Dim_Condicion_Expedicion,TABLE_REFERENCE,NS.SemanticModel\definition\tables\Dim_Condicion_Expedicion.tmdl,Fact_Pedidos mencionado en definición de Dim_Condicion_Expedicion
TABLE,Fact_Pedidos,TABLE,Dim_Fecha,TABLE_REFERENCE,NS.SemanticModel\definition\tables\Dim_Fecha.tmdl,Fact_Pedidos mencionado en definición de Dim_Fecha
TABLE,Fact_Pedidos,TABLE,Dim_Responsable,TABLE_REFERENCE,NS.SemanticModel\definition\tables\Dim_Responsable.tmdl,Fact_Pedidos mencionado en definición de Dim_Responsable
COLUMN,Fact_Pedidos[AUD_ESTADO_FLUJO_FES],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,AUD_ESTADO_FLUJO_FES
COLUMN,Fact_Pedidos[AUD_ESTADO_FLUJO_NORMAL],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,AUD_ESTADO_FLUJO_NORMAL
COLUMN,Fact_Pedidos[AUD_ESTADO_FLUJO_SALDO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,AUD_ESTADO_FLUJO_SALDO
COLUMN,Fact_Pedidos[AUD_ESTADO_GENERAL],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,AUD_ESTADO_GENERAL
COLUMN,Fact_Pedidos[AUD_PCT_COBERTURA_HITOS],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,AUD_PCT_COBERTURA_HITOS
COLUMN,Fact_Pedidos[AUD_PRINCIPAL_INCONGRUENCIA],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,AUD_PRINCIPAL_INCONGRUENCIA
COLUMN,Fact_Pedidos[AUD_REQUIERE_REVISION],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,AUD_REQUIERE_REVISION
COLUMN,Fact_Pedidos[AUD_TOTAL_ADVERTENCIAS],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,AUD_TOTAL_ADVERTENCIAS
COLUMN,Fact_Pedidos[AUD_TOTAL_CRITICAS],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,AUD_TOTAL_CRITICAS
COLUMN,Fact_Pedidos[AUD_TOTAL_INCONGRUENCIAS],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,AUD_TOTAL_INCONGRUENCIAS
COLUMN,Fact_Pedidos[CRD_P_FECHA_HORA],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,CRD_P_FECHA_HORA
COLUMN,Fact_Pedidos[DH_CREDITO_A_PRIMERA_ENTREGA],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,DH_CREDITO_A_PRIMERA_ENTREGA
COLUMN,Fact_Pedidos[DH_CREDITO_COBRANZAS],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,DH_CREDITO_COBRANZAS
COLUMN,Fact_Pedidos[DH_DESPACHO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,DH_DESPACHO
COLUMN,Fact_Pedidos[DH_LEAD_NORMAL],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,DH_LEAD_NORMAL
COLUMN,Fact_Pedidos[DH_OPERACION_INTERNA],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,DH_OPERACION_INTERNA
COLUMN,Fact_Pedidos[DH_PRIMERA_ENTREGA_A_PRIMER_PICKING],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,DH_PRIMERA_ENTREGA_A_PRIMER_PICKING
COLUMN,Fact_Pedidos[DH_PRIMER_PICKING_A_PRIMERA_FACTURA],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,DH_PRIMER_PICKING_A_PRIMERA_FACTURA
COLUMN,Fact_Pedidos[DIA_MES_CREACION],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,DIA_MES_CREACION
COLUMN,Fact_Pedidos[ENT_P_FECHA_HORA],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,ENT_P_FECHA_HORA
COLUMN,Fact_Pedidos[ESTADO_SLA_NORMAL],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,ESTADO_SLA_NORMAL
COLUMN,Fact_Pedidos[ES_FES],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,ES_FES
COLUMN,Fact_Pedidos[ES_SALDO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,ES_SALDO
COLUMN,Fact_Pedidos[ES_ULTIMOS_7_DIAS_HABILES_MES],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,ES_ULTIMOS_7_DIAS_HABILES_MES
COLUMN,Fact_Pedidos[FAC_P_FECHA_HORA_REAL],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,FAC_P_FECHA_HORA_REAL
COLUMN,Fact_Pedidos[FAC_U_FECHA_HORA],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,FAC_U_FECHA_HORA
COLUMN,Fact_Pedidos[INCLUIR_SLA_NORMAL],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,INCLUIR_SLA_NORMAL
COLUMN,Fact_Pedidos[MES_CREACION],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,MES_CREACION
COLUMN,Fact_Pedidos[OTIF_ESTADO_PEDIDO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,OTIF_ESTADO_PEDIDO
COLUMN,Fact_Pedidos[PED_ANIO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_ANIO
COLUMN,Fact_Pedidos[PED_ANIO_MES],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_ANIO_MES
COLUMN,Fact_Pedidos[PED_BLOQUEO_ENTREGA],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_BLOQUEO_ENTREGA
COLUMN,Fact_Pedidos[PED_CANAL],TABLE,Dim_Canal,M_BRACKET+M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Dim_Canal.tmdl,PED_CANAL
COLUMN,Fact_Pedidos[PED_CANAL],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_CANAL
COLUMN,Fact_Pedidos[PED_CANAL_CODIGO],TABLE,Dim_Canal,M_BRACKET+M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Dim_Canal.tmdl,PED_CANAL_CODIGO
COLUMN,Fact_Pedidos[PED_CANAL_CODIGO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_CANAL_CODIGO
COLUMN,Fact_Pedidos[PED_CENTRO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_CENTRO
COLUMN,Fact_Pedidos[PED_CIUDAD],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_CIUDAD
COLUMN,Fact_Pedidos[PED_CODIGO_CLIENTE],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_CODIGO_CLIENTE
COLUMN,Fact_Pedidos[PED_CONDICION_EXPEDICION],TABLE,Dim_Condicion_Expedicion,M_BRACKET+M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Dim_Condicion_Expedicion.tmdl,PED_CONDICION_EXPEDICION
COLUMN,Fact_Pedidos[PED_CONDICION_EXPEDICION],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_CONDICION_EXPEDICION
COLUMN,Fact_Pedidos[PED_CONDICION_EXPEDICION_CODIGO],TABLE,Dim_Condicion_Expedicion,M_BRACKET+M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Dim_Condicion_Expedicion.tmdl,PED_CONDICION_EXPEDICION_CODIGO
COLUMN,Fact_Pedidos[PED_CONDICION_EXPEDICION_CODIGO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_CONDICION_EXPEDICION_CODIGO
COLUMN,Fact_Pedidos[PED_ESTADO_CREDITO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_ESTADO_CREDITO
COLUMN,Fact_Pedidos[PED_FECHA],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_FECHA
COLUMN,Fact_Pedidos[PED_FECHA_HORA],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_FECHA_HORA
COLUMN,Fact_Pedidos[PED_MES_NOMBRE],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_MES_NOMBRE
COLUMN,Fact_Pedidos[PED_MES_NUMERO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_MES_NUMERO
COLUMN,Fact_Pedidos[PED_MONEDA],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_MONEDA
COLUMN,Fact_Pedidos[PED_NUMERO_PEDIDO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_NUMERO_PEDIDO
COLUMN,Fact_Pedidos[PED_ORDEN_COMPRA_CLIENTE],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_ORDEN_COMPRA_CLIENTE
COLUMN,Fact_Pedidos[PED_REGION],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_REGION
COLUMN,Fact_Pedidos[PED_RESPONSABLE],TABLE,Dim_Responsable,M_BRACKET+M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Dim_Responsable.tmdl,PED_RESPONSABLE
COLUMN,Fact_Pedidos[PED_RESPONSABLE],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_RESPONSABLE
COLUMN,Fact_Pedidos[PED_TEXTO_ESTADO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_TEXTO_ESTADO
COLUMN,Fact_Pedidos[PED_VALOR_NETO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_VALOR_NETO
COLUMN,Fact_Pedidos[PIC_P_FECHA_HORA],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PIC_P_FECHA_HORA
COLUMN,Fact_Pedidos[PROCESO_DOMINANTE_NORMAL],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PROCESO_DOMINANTE_NORMAL
COLUMN,Fact_Pedidos[SEGMENTO_ANALISIS],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,SEGMENTO_ANALISIS
COLUMN,Fact_Pedidos[SERV_TIPO_SERVICIO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,SERV_TIPO_SERVICIO
COLUMN,Fact_Pedidos[SERV_TIPO_SERVICIO_PLANIFICADO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,SERV_TIPO_SERVICIO_PLANIFICADO
COLUMN,Fact_Pedidos[TRAMO_MES_CALENDARIO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,TRAMO_MES_CALENDARIO
COLUMN,Fact_Pedidos[TRP_P_FECHA_HORA],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,TRP_P_FECHA_HORA
COLUMN,Fact_Pedidos[TRP_U_FECHA_HORA],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,TRP_U_FECHA_HORA
TABLE,Fact_Pedidos_Auditoria,TABLE,Fact_Hitos_Operacionales,TABLE_REFERENCE,NS.SemanticModel\definition\tables\Fact_Hitos_Operacionales.tmdl,Fact_Pedidos_Auditoria mencionado en definición de Fact_Hitos_Operacionales
TABLE,Fact_Pedidos_Auditoria,TABLE,Fact_Pedidos,TABLE_REFERENCE,NS.SemanticModel\definition\tables\Fact_Pedidos.tmdl,Fact_Pedidos_Auditoria mencionado en definición de Fact_Pedidos
TABLE,Fact_Pedidos_Auditoria,TABLE,Fact_Tiempos_Hitos,TABLE_REFERENCE,NS.SemanticModel\definition\tables\Fact_Tiempos_Hitos.tmdl,Fact_Pedidos_Auditoria mencionado en definición de Fact_Tiempos_Hitos
TABLE,Fact_Pedidos_Auditoria,TABLE,Fact_Tracking,TABLE_REFERENCE,NS.SemanticModel\definition\tables\Fact_Tracking.tmdl,Fact_Pedidos_Auditoria mencionado en definición de Fact_Tracking
TABLE,Fact_Pedidos_Auditoria,TABLE,Medidas,TABLE_REFERENCE,NS.SemanticModel\definition\tables\Medidas.tmdl,Fact_Pedidos_Auditoria mencionado en definición de Medidas
TABLE,Fact_Pedidos_Auditoria,DYNAMIC_CONSUMER,Python.Execute en Resultado,FULL_TABLE_OR_DYNAMIC_SCHEMA,NS.SemanticModel\definition\tables\Resultado.tmdl,Python.Execute detectado; requiere prueba de contrato de columnas
TABLE,Fact_Pedidos_Auditoria,TABLE,Resultado,TABLE_REFERENCE,NS.SemanticModel\definition\tables\Resultado.tmdl,Fact_Pedidos_Auditoria mencionado en definición de Resultado
TABLE,Fact_Pedidos_Auditoria,DYNAMIC_CONSUMER,Table.Schema en auditoria,SCHEMA_INTROSPECTION,NS.SemanticModel\definition\tables\auditoria.tmdl,Table.Schema consume el esquema completo
TABLE,Fact_Pedidos_Auditoria,TABLE,auditoria,TABLE_REFERENCE,NS.SemanticModel\definition\tables\auditoria.tmdl,Fact_Pedidos_Auditoria mencionado en definición de auditoria
COLUMN,Fact_Pedidos_Auditoria[AUD_ADVERTENCIAS_FES],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,AUD_ADVERTENCIAS_FES
COLUMN,Fact_Pedidos_Auditoria[AUD_ADVERTENCIAS_FLUJO_NORMAL],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,AUD_ADVERTENCIAS_FLUJO_NORMAL
COLUMN,Fact_Pedidos_Auditoria[AUD_ADVERTENCIAS_PRIMERO_ULTIMO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,AUD_ADVERTENCIAS_PRIMERO_ULTIMO
COLUMN,Fact_Pedidos_Auditoria[AUD_ADVERTENCIAS_SALDO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,AUD_ADVERTENCIAS_SALDO
COLUMN,Fact_Pedidos_Auditoria[AUD_ALERTAS_FECHAS_ATIPICAS],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,AUD_ALERTAS_FECHAS_ATIPICAS
COLUMN,Fact_Pedidos_Auditoria[AUD_ALERTAS_HORA_00],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,AUD_ALERTAS_HORA_00
COLUMN,Fact_Pedidos_Auditoria[AUD_CANTIDAD_HITOS_FALTANTES],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,AUD_CANTIDAD_HITOS_FALTANTES
COLUMN,Fact_Pedidos_Auditoria[AUD_CANTIDAD_HITOS_PRESENTES],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,AUD_CANTIDAD_HITOS_PRESENTES
COLUMN,Fact_Pedidos_Auditoria[AUD_CRITICAS_FES],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,AUD_CRITICAS_FES
COLUMN,Fact_Pedidos_Auditoria[AUD_CRITICAS_FLUJO_NORMAL],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,AUD_CRITICAS_FLUJO_NORMAL
COLUMN,Fact_Pedidos_Auditoria[AUD_CRITICAS_PRIMERO_ULTIMO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,AUD_CRITICAS_PRIMERO_ULTIMO
COLUMN,Fact_Pedidos_Auditoria[AUD_CRITICAS_SALDO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,AUD_CRITICAS_SALDO
COLUMN,Fact_Pedidos_Auditoria[AUD_ESTADO_FLUJO_FES],TABLE,Fact_Pedidos,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Pedidos.tmdl,AUD_ESTADO_FLUJO_FES
COLUMN,Fact_Pedidos_Auditoria[AUD_ESTADO_FLUJO_FES],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,AUD_ESTADO_FLUJO_FES
COLUMN,Fact_Pedidos_Auditoria[AUD_ESTADO_FLUJO_NORMAL],TABLE,Fact_Pedidos,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Pedidos.tmdl,AUD_ESTADO_FLUJO_NORMAL
COLUMN,Fact_Pedidos_Auditoria[AUD_ESTADO_FLUJO_NORMAL],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,AUD_ESTADO_FLUJO_NORMAL
COLUMN,Fact_Pedidos_Auditoria[AUD_ESTADO_FLUJO_SALDO],TABLE,Fact_Pedidos,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Pedidos.tmdl,AUD_ESTADO_FLUJO_SALDO
COLUMN,Fact_Pedidos_Auditoria[AUD_ESTADO_FLUJO_SALDO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,AUD_ESTADO_FLUJO_SALDO
COLUMN,Fact_Pedidos_Auditoria[AUD_ESTADO_GENERAL],TABLE,Fact_Hitos_Operacionales,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Hitos_Operacionales.tmdl,AUD_ESTADO_GENERAL
COLUMN,Fact_Pedidos_Auditoria[AUD_ESTADO_GENERAL],TABLE,Fact_Pedidos,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Pedidos.tmdl,AUD_ESTADO_GENERAL
COLUMN,Fact_Pedidos_Auditoria[AUD_ESTADO_GENERAL],TABLE,Fact_Tiempos_Hitos,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Fact_Tiempos_Hitos.tmdl,AUD_ESTADO_GENERAL
COLUMN,Fact_Pedidos_Auditoria[AUD_ESTADO_GENERAL],TABLE,Resultado,M_OR_PYTHON_STRING,NS.SemanticModel\definition\tables\Resultado.tmdl,AUD_ESTADO_GENERAL
COLUMN,Fact_Pedidos_Auditoria[AUD_ESTADO_GENERAL],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,AUD_ESTADO_GENERAL
COLUMN,Fact_Pedidos_Auditoria[AUD_FALTANTES_FES],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,AUD_FALTANTES_FES
