source_type,source_object,target_type,target_object,dependency_kind,file,evidence
COLUMN,Dim_Hito[DESCRIPCION],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,DESCRIPCION
COLUMN,Dim_Hito[ES_ETAPA_CUELLO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,ES_ETAPA_CUELLO
COLUMN,Dim_Hito[GRUPO_PROCESO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,GRUPO_PROCESO
COLUMN,Dim_Hito[HITO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,HITO
COLUMN,Dim_Hito[METRICA_CODIGO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,METRICA_CODIGO
COLUMN,Dim_Hito[ORDEN_HITO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,ORDEN_HITO
COLUMN,Dim_Hito[TIPO_FLUJO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,TIPO_FLUJO
COLUMN,Dim_Hito[UNIDAD],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,UNIDAD
TABLE,Dim_Indicador_Ejecutivo,TABLE,Medidas,TABLE_REFERENCE,NS.SemanticModel\definition\tables\Medidas.tmdl,Dim_Indicador_Ejecutivo mencionado en definición de Medidas
COLUMN,Dim_Indicador_Ejecutivo[Indicador],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Dim_Indicador_Ejecutivo[Indicador]
COLUMN,Dim_Indicador_Ejecutivo[Indicador],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Indicador
COLUMN,Dim_Indicador_Ejecutivo[Orden],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Orden
COLUMN,Dim_Indicador_Ejecutivo[Unidad],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Unidad
TABLE,Dim_Mes_Trend,TABLE,Medidas,TABLE_REFERENCE,NS.SemanticModel\definition\tables\Medidas.tmdl,Dim_Mes_Trend mencionado en definición de Medidas
COLUMN,Dim_Mes_Trend[AnioMes],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Dim_Mes_Trend[AnioMes]
COLUMN,Dim_Mes_Trend[AnioMes],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,AnioMes
COLUMN,Dim_Mes_Trend[Etiqueta],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Dim_Mes_Trend[Etiqueta]
COLUMN,Dim_Mes_Trend[Etiqueta],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Etiqueta
COLUMN,Dim_Mes_Trend[Orden],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Dim_Mes_Trend[Orden]
COLUMN,Dim_Mes_Trend[Orden],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Orden
COLUMN,Dim_Mes_Trend[PeriodoKey],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Dim_Mes_Trend[PeriodoKey]
COLUMN,Dim_Mes_Trend[PeriodoKey],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PeriodoKey
TABLE,Dim_Metrica_Auditoria,TABLE,Medidas,TABLE_REFERENCE,NS.SemanticModel\definition\tables\Medidas.tmdl,Dim_Metrica_Auditoria mencionado en definición de Medidas
COLUMN,Dim_Metrica_Auditoria[Medida],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Dim_Metrica_Auditoria[Medida]
COLUMN,Dim_Metrica_Auditoria[Medida],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Medida
COLUMN,Dim_Metrica_Auditoria[Medida],VISUAL,slicer_b9672eb4d21342,REPORT_PROJECTION,NS.Report\definition\pages\ed2a2fead6d24153bee1\visuals\slicer_b9672eb4d21342\visual.json,Column: Dim_Metrica_Auditoria[Medida]
COLUMN,Dim_Metrica_Auditoria[Orden],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Orden
TABLE,Dim_Pedido,TABLE,Medidas,TABLE_REFERENCE,NS.SemanticModel\definition\tables\Medidas.tmdl,Dim_Pedido mencionado en definición de Medidas
TABLE,Dim_Pedido,TABLE,Parámetro Agrupación SLA,TABLE_REFERENCE,NS.SemanticModel\definition\tables\Parámetro Agrupación SLA.tmdl,Dim_Pedido mencionado en definición de Parámetro Agrupación SLA
COLUMN,Dim_Pedido[CLASIFICACION],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Dim_Pedido[CLASIFICACION]
COLUMN,Dim_Pedido[CLASIFICACION],VISUAL,bm_reset_resumen_ns,REPORT_PROJECTION,NS.Report\definition\bookmarks\bm_reset_resumen_ns.bookmark.json,Column: Dim_Pedido[CLASIFICACION]
COLUMN,Dim_Pedido[CLASIFICACION],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,CLASIFICACION
COLUMN,Dim_Pedido[CLASIFICACION],VISUAL,flt_clasif,REPORT_PROJECTION,NS.Report\definition\pages\19a0c7f8d6e54b3a9210\visuals\flt_clasif\visual.json,Column: Dim_Pedido[CLASIFICACION]
COLUMN,Dim_Pedido[CLASIFICACION],VISUAL,slicer_clasif,REPORT_PROJECTION,NS.Report\definition\pages\71af1998e2cb472d9799\visuals\slicer_clasif\visual.json,Column: Dim_Pedido[CLASIFICACION]
COLUMN,Dim_Pedido[ESTADO_ACTUAL],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,ESTADO_ACTUAL
COLUMN,Dim_Pedido[ESTADO_ACTUAL],VISUAL,flt_estado,REPORT_PROJECTION,NS.Report\definition\pages\19a0c7f8d6e54b3a9210\visuals\flt_estado\visual.json,Column: Dim_Pedido[ESTADO_ACTUAL]
COLUMN,Dim_Pedido[ES_CERRADO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,ES_CERRADO
COLUMN,Dim_Pedido[HITO_ACTUAL],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,HITO_ACTUAL
COLUMN,Dim_Pedido[PED_NUMERO_PEDIDO],VISUAL,47a4fa002331b23249c5,REPORT_PROJECTION,NS.Report\definition\pages\19a0c7f8d6e54b3a9210\visuals\47a4fa002331b23249c5\visual.json,Column: Dim_Pedido[PED_NUMERO_PEDIDO]
COLUMN,Dim_Pedido[PED_NUMERO_PEDIDO],TABLE_OR_MEASURE_FILE,Parámetro Agrupación SLA,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Parámetro Agrupación SLA.tmdl,Dim_Pedido[PED_NUMERO_PEDIDO]
COLUMN,Dim_Pedido[PED_NUMERO_PEDIDO],TABLE,Parámetro Agrupación SLA,M_BRACKET,NS.SemanticModel\definition\tables\Parámetro Agrupación SLA.tmdl,PED_NUMERO_PEDIDO
COLUMN,Dim_Pedido[PED_NUMERO_PEDIDO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PED_NUMERO_PEDIDO
COLUMN,Dim_Pedido[PED_NUMERO_PEDIDO],VISUAL,slicer_b3b552ed5de540,REPORT_PROJECTION,NS.Report\definition\pages\ed2a2fead6d24153bee1\visuals\slicer_b3b552ed5de540\visual.json,Column: Dim_Pedido[PED_NUMERO_PEDIDO]
COLUMN,Dim_Pedido[PED_NUMERO_PEDIDO],VISUAL,tbl_tracking,REPORT_PROJECTION,NS.Report\definition\pages\19a0c7f8d6e54b3a9210\visuals\tbl_tracking\visual.json,Column: Dim_Pedido[PED_NUMERO_PEDIDO]
COLUMN,Dim_Pedido[SEMAFORO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,SEMAFORO
COLUMN,Dim_Pedido[SEMAFORO],VISUAL,flt_semaforo,REPORT_PROJECTION,NS.Report\definition\pages\19a0c7f8d6e54b3a9210\visuals\flt_semaforo\visual.json,Column: Dim_Pedido[SEMAFORO]
TABLE,Dim_Periodo_3M,TABLE,Medidas,TABLE_REFERENCE,NS.SemanticModel\definition\tables\Medidas.tmdl,Dim_Periodo_3M mencionado en definición de Medidas
COLUMN,Dim_Periodo_3M[AnioMes],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Dim_Periodo_3M[AnioMes]
COLUMN,Dim_Periodo_3M[AnioMes],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,AnioMes
COLUMN,Dim_Periodo_3M[Etiqueta],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Dim_Periodo_3M[Etiqueta]
COLUMN,Dim_Periodo_3M[Etiqueta],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Etiqueta
COLUMN,Dim_Periodo_3M[Etiqueta],VISUAL,slicer_mes_3m_v39,REPORT_PROJECTION,NS.Report\definition\pages\71af1998e2cb472d9799\visuals\slicer_mes_3m_v39\visual.json,Column: Dim_Periodo_3M[Etiqueta]
COLUMN,Dim_Periodo_3M[Etiqueta],VISUAL,sync_mes_3m_v39,REPORT_PROJECTION,NS.Report\definition\pages\19a0c7f8d6e54b3a9210\visuals\sync_mes_3m_v39\visual.json,Column: Dim_Periodo_3M[Etiqueta]
COLUMN,Dim_Periodo_3M[Etiqueta],VISUAL,sync_mes_3m_v39,REPORT_PROJECTION,NS.Report\definition\pages\df1cb253a6314642a469\visuals\sync_mes_3m_v39\visual.json,Column: Dim_Periodo_3M[Etiqueta]
COLUMN,Dim_Periodo_3M[Etiqueta],VISUAL,sync_mes_3m_v39,REPORT_PROJECTION,NS.Report\definition\pages\ed2a2fead6d24153bee1\visuals\sync_mes_3m_v39\visual.json,Column: Dim_Periodo_3M[Etiqueta]
COLUMN,Dim_Periodo_3M[FechaFin],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,FechaFin
COLUMN,Dim_Periodo_3M[FechaInicio],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,FechaInicio
COLUMN,Dim_Periodo_3M[Orden],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Orden
COLUMN,Dim_Periodo_3M[PeriodoKey],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,PeriodoKey
TABLE,Dim_Rango_Entrega,TABLE,Medidas,TABLE_REFERENCE,NS.SemanticModel\definition\tables\Medidas.tmdl,Dim_Rango_Entrega mencionado en definición de Medidas
COLUMN,Dim_Rango_Entrega[Grupo],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Grupo
COLUMN,Dim_Rango_Entrega[MaxDH],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Dim_Rango_Entrega[MaxDH]
COLUMN,Dim_Rango_Entrega[MaxDH],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,MaxDH
COLUMN,Dim_Rango_Entrega[MinDH],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Dim_Rango_Entrega[MinDH]
COLUMN,Dim_Rango_Entrega[MinDH],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,MinDH
COLUMN,Dim_Rango_Entrega[OrdenGrupo],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,OrdenGrupo
COLUMN,Dim_Rango_Entrega[OrdenRango],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Dim_Rango_Entrega[OrdenRango]
COLUMN,Dim_Rango_Entrega[OrdenRango],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,OrdenRango
COLUMN,Dim_Rango_Entrega[Rango],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Dim_Rango_Entrega[Rango]
COLUMN,Dim_Rango_Entrega[Rango],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Rango
COLUMN,Dim_Rango_Entrega[Zona],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Dim_Rango_Entrega[Zona]
COLUMN,Dim_Rango_Entrega[Zona],VISUAL,bm_reset_resumen_ns,REPORT_PROJECTION,NS.Report\definition\bookmarks\bm_reset_resumen_ns.bookmark.json,Column: Dim_Rango_Entrega[Zona]
COLUMN,Dim_Rango_Entrega[Zona],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Zona
COLUMN,Dim_Rango_Entrega[Zona],VISUAL,slicer_zona,REPORT_PROJECTION,NS.Report\definition\pages\71af1998e2cb472d9799\visuals\slicer_zona\visual.json,Column: Dim_Rango_Entrega[Zona]
TABLE,Dim_Responsable,TABLE,Parámetro Agrupación SLA,TABLE_REFERENCE,NS.SemanticModel\definition\tables\Parámetro Agrupación SLA.tmdl,Dim_Responsable mencionado en definición de Parámetro Agrupación SLA
COLUMN,Dim_Responsable[RESPONSABLE_CODIGO],TABLE_OR_MEASURE_FILE,Parámetro Agrupación SLA,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Parámetro Agrupación SLA.tmdl,Dim_Responsable[RESPONSABLE_CODIGO]
COLUMN,Dim_Responsable[RESPONSABLE_CODIGO],TABLE,Parámetro Agrupación SLA,M_BRACKET,NS.SemanticModel\definition\tables\Parámetro Agrupación SLA.tmdl,RESPONSABLE_CODIGO
COLUMN,Dim_Responsable[RESPONSABLE_CODIGO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,RESPONSABLE_CODIGO
TABLE,Dim_Vista_Ejecutiva,TABLE,Medidas,TABLE_REFERENCE,NS.SemanticModel\definition\tables\Medidas.tmdl,Dim_Vista_Ejecutiva mencionado en definición de Medidas
COLUMN,Dim_Vista_Ejecutiva[Flujo],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Dim_Vista_Ejecutiva[Flujo]
COLUMN,Dim_Vista_Ejecutiva[Flujo],VISUAL,bm_reset_resumen_ns,REPORT_PROJECTION,NS.Report\definition\bookmarks\bm_reset_resumen_ns.bookmark.json,Column: Dim_Vista_Ejecutiva[Flujo]
COLUMN,Dim_Vista_Ejecutiva[Flujo],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Flujo
COLUMN,Dim_Vista_Ejecutiva[Flujo],VISUAL,matrix_hitos_resumen,REPORT_PROJECTION,NS.Report\definition\pages\71af1998e2cb472d9799\visuals\matrix_hitos_resumen\visual.json,Column: Dim_Vista_Ejecutiva[Flujo]
COLUMN,Dim_Vista_Ejecutiva[Flujo],VISUAL,slicer_flujo,REPORT_PROJECTION,NS.Report\definition\pages\71af1998e2cb472d9799\visuals\slicer_flujo\visual.json,Column: Dim_Vista_Ejecutiva[Flujo]
COLUMN,Dim_Vista_Ejecutiva[Grupo],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Grupo
COLUMN,Dim_Vista_Ejecutiva[METRICA_CODIGO],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Dim_Vista_Ejecutiva[METRICA_CODIGO]
COLUMN,Dim_Vista_Ejecutiva[METRICA_CODIGO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,METRICA_CODIGO
COLUMN,Dim_Vista_Ejecutiva[Macroproceso],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Dim_Vista_Ejecutiva[Macroproceso]
COLUMN,Dim_Vista_Ejecutiva[Macroproceso],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Macroproceso
COLUMN,Dim_Vista_Ejecutiva[Macroproceso],VISUAL,matrix_hitos_resumen,REPORT_PROJECTION,NS.Report\definition\pages\71af1998e2cb472d9799\visuals\matrix_hitos_resumen\visual.json,Column: Dim_Vista_Ejecutiva[Macroproceso]
COLUMN,Dim_Vista_Ejecutiva[ORDEN_FLUJO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,ORDEN_FLUJO
COLUMN,Dim_Vista_Ejecutiva[ORDEN_MACRO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,ORDEN_MACRO
COLUMN,Dim_Vista_Ejecutiva[ORDEN_SUBPROCESO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,ORDEN_SUBPROCESO
COLUMN,Dim_Vista_Ejecutiva[Subproceso],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Dim_Vista_Ejecutiva[Subproceso]
COLUMN,Dim_Vista_Ejecutiva[Subproceso],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,Subproceso
COLUMN,Dim_Vista_Ejecutiva[Subproceso],VISUAL,matrix_hitos_resumen,REPORT_PROJECTION,NS.Report\definition\pages\71af1998e2cb472d9799\visuals\matrix_hitos_resumen\visual.json,Column: Dim_Vista_Ejecutiva[Subproceso]
TABLE,Fact_Hitos_Operacionales,TABLE,Medidas,TABLE_REFERENCE,NS.SemanticModel\definition\tables\Medidas.tmdl,Fact_Hitos_Operacionales mencionado en definición de Medidas
COLUMN,Fact_Hitos_Operacionales[ACTIVO_CUELLO],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Fact_Hitos_Operacionales[ACTIVO_CUELLO]
COLUMN,Fact_Hitos_Operacionales[ACTIVO_CUELLO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,ACTIVO_CUELLO
COLUMN,Fact_Hitos_Operacionales[AREA_RESPONSABLE],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Fact_Hitos_Operacionales[AREA_RESPONSABLE]
COLUMN,Fact_Hitos_Operacionales[AREA_RESPONSABLE],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,AREA_RESPONSABLE
COLUMN,Fact_Hitos_Operacionales[AREA_RESPONSABLE],VISUAL,table_15b8b83ff48292,REPORT_PROJECTION,NS.Report\definition\pages\19a0c7f8d6e54b3a9210\visuals\table_15b8b83ff48292\visual.json,Column: Fact_Hitos_Operacionales[AREA_RESPONSABLE]
COLUMN,Fact_Hitos_Operacionales[AREA_RESPONSABLE],VISUAL,table_c57572c4abbe4d,REPORT_PROJECTION,NS.Report\definition\pages\ed2a2fead6d24153bee1\visuals\table_c57572c4abbe4d\visual.json,Column: Fact_Hitos_Operacionales[AREA_RESPONSABLE]
COLUMN,Fact_Hitos_Operacionales[CUMPLE_ACTUAL],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Fact_Hitos_Operacionales[CUMPLE_ACTUAL]
COLUMN,Fact_Hitos_Operacionales[CUMPLE_ACTUAL],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,CUMPLE_ACTUAL
COLUMN,Fact_Hitos_Operacionales[CUMPLE_KPI],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Fact_Hitos_Operacionales[CUMPLE_KPI]
COLUMN,Fact_Hitos_Operacionales[CUMPLE_KPI],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,CUMPLE_KPI
COLUMN,Fact_Hitos_Operacionales[CUMPLE_PREPARACION],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,CUMPLE_PREPARACION
COLUMN,Fact_Hitos_Operacionales[DIAS_HABILES],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Fact_Hitos_Operacionales[DIAS_HABILES]
COLUMN,Fact_Hitos_Operacionales[DIAS_HABILES],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,DIAS_HABILES
COLUMN,Fact_Hitos_Operacionales[DIAS_TRANSCURRIDOS],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Fact_Hitos_Operacionales[DIAS_TRANSCURRIDOS]
COLUMN,Fact_Hitos_Operacionales[DIAS_TRANSCURRIDOS],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,DIAS_TRANSCURRIDOS
COLUMN,Fact_Hitos_Operacionales[DIFERIDO_POR_CORTE],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,DIFERIDO_POR_CORTE
COLUMN,Fact_Hitos_Operacionales[ESTADO_KPI],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,ESTADO_KPI
COLUMN,Fact_Hitos_Operacionales[ESTADO_OPERATIVO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,ESTADO_OPERATIVO
COLUMN,Fact_Hitos_Operacionales[ESTADO_TRAZABILIDAD],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Fact_Hitos_Operacionales[ESTADO_TRAZABILIDAD]
COLUMN,Fact_Hitos_Operacionales[ESTADO_TRAZABILIDAD],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,ESTADO_TRAZABILIDAD
COLUMN,Fact_Hitos_Operacionales[ESTADO_TRAZABILIDAD],VISUAL,table_c57572c4abbe4d,REPORT_PROJECTION,NS.Report\definition\pages\ed2a2fead6d24153bee1\visuals\table_c57572c4abbe4d\visual.json,Column: Fact_Hitos_Operacionales[ESTADO_TRAZABILIDAD]
COLUMN,Fact_Hitos_Operacionales[EXCESO_ACTUAL_DH],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,EXCESO_ACTUAL_DH
COLUMN,Fact_Hitos_Operacionales[EXCESO_DH],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Fact_Hitos_Operacionales[EXCESO_DH]
COLUMN,Fact_Hitos_Operacionales[EXCESO_DH],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,EXCESO_DH
COLUMN,Fact_Hitos_Operacionales[FECHA_EVALUACION],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,FECHA_EVALUACION
COLUMN,Fact_Hitos_Operacionales[FECHA_FIN],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Fact_Hitos_Operacionales[FECHA_FIN]
COLUMN,Fact_Hitos_Operacionales[FECHA_FIN],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,FECHA_FIN
COLUMN,Fact_Hitos_Operacionales[FECHA_FIN],VISUAL,table_15b8b83ff48292,REPORT_PROJECTION,NS.Report\definition\pages\19a0c7f8d6e54b3a9210\visuals\table_15b8b83ff48292\visual.json,Column: Fact_Hitos_Operacionales[FECHA_FIN]
COLUMN,Fact_Hitos_Operacionales[FECHA_FIN],VISUAL,table_c57572c4abbe4d,REPORT_PROJECTION,NS.Report\definition\pages\ed2a2fead6d24153bee1\visuals\table_c57572c4abbe4d\visual.json,Column: Fact_Hitos_Operacionales[FECHA_FIN]
COLUMN,Fact_Hitos_Operacionales[FECHA_INGRESO_SLA],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,FECHA_INGRESO_SLA
COLUMN,Fact_Hitos_Operacionales[FECHA_INICIO],TABLE_OR_MEASURE_FILE,Medidas,DAX_OR_M_EXPLICIT,NS.SemanticModel\definition\tables\Medidas.tmdl,Fact_Hitos_Operacionales[FECHA_INICIO]
COLUMN,Fact_Hitos_Operacionales[FECHA_INICIO],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,FECHA_INICIO
COLUMN,Fact_Hitos_Operacionales[FECHA_INICIO],VISUAL,table_15b8b83ff48292,REPORT_PROJECTION,NS.Report\definition\pages\19a0c7f8d6e54b3a9210\visuals\table_15b8b83ff48292\visual.json,Column: Fact_Hitos_Operacionales[FECHA_INICIO]
COLUMN,Fact_Hitos_Operacionales[FECHA_INICIO],VISUAL,table_c57572c4abbe4d,REPORT_PROJECTION,NS.Report\definition\pages\ed2a2fead6d24153bee1\visuals\table_c57572c4abbe4d\visual.json,Column: Fact_Hitos_Operacionales[FECHA_INICIO]
COLUMN,Fact_Hitos_Operacionales[FECHA_PROMETIDA_MAX],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,FECHA_PROMETIDA_MAX
COLUMN,Fact_Hitos_Operacionales[FECHA_PROMETIDA_MIN],CULTURE,es-ES,TRANSLATION_ONLY,NS.SemanticModel\definition\cultures\es-ES.tmdl,FECHA_PROMETIDA_MIN
